"Cement","Slag","Fly","Water","Superplasticizer","Coarse","Fine","Age","CCS"
251.4,0,118.3,192.9,5.8,1043.6,754.3,100,40.15
200,133,0,192,0,965.4,806.2,28,30.44
332.5,142.5,0,228,0,932,594,365,41.05
349,0,0,192,0,1056,809,90,40.66
475,0,0,228,0,932,594,270,42.13
315,137,0,145,5.9,1130,745,28,81.75
228,342.1,0,185.7,0,955.8,674.3,7,21.92
376,0,0,214.6,0,1003.5,762.4,14,25.62
376,0,0,214.6,0,1003.5,762.4,56,36.3
249.1,0,98.8,158.1,12.8,987.8,889,28,30.85
250,0,95.7,191.8,5.3,948.9,857.2,3,8.49
376,0,0,214.6,0,1003.5,762.4,100,43.06
312.7,144.7,0,127.3,8,999.7,822.2,28,44.52
139.6,209.4,0,192,0,1047,806.9,360,44.7
183.9,122.6,0,203.5,0,959.2,800,7,10.79
304,76,0,228,0,932,670,270,54.38
262,111,86,195,5,895,733,28,33.72
387,20,94,157,13.9,938,845,3,25.51
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,14,29.75
255,0,0,192,0,889.8,945,3,8.2
173,116,0,192,0,946.8,856.8,90,32.1
307,0,0,193,0,968,812,180,34.49
380,95,0,228,0,932,594,270,41.15
388.6,97.1,0,157.9,12.1,852.1,925.7,7,34.9
213.5,0,174.2,159.2,11.7,1043.6,771.9,14,29.59
405,0,0,175,0,1120,695,28,52.3
212.1,0,121.6,180.3,5.7,1057.6,779.3,14,20.92
237.5,237.5,0,228,0,932,594,365,39
304,76,0,228,0,932,670,365,55.26
246.8,0,125.1,143.3,12,1086.8,800.9,3,23.52
190.3,0,125.2,166.6,9.9,1079,798.9,3,12.55
389.9,189,0,145.9,22,944.7,755.8,56,79.4
387,20,94,157,14.3,938,845,3,22.75
210.7,316.1,0,185.7,0,977,689.3,7,21.82
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,28,37.81
164,0,200,181,13,849,846,28,15.09
135,105,193,196,6,965,643,28,21.91
139.6,209.4,0,192,0,1047,806.9,28,28.24
202,11,141,206,1.7,942,801,56,23.25
162,190,148,179,19,838,741,28,33.76
387,20,94,157,14.3,938,845,7,36.84
297,0,0,186,0,1040,734,7,30.96
284,15,141,179,5.5,842,801,28,43.73
424,22,132,168,8.9,822,750,56,74.36
213.8,98.1,24.5,181.7,6.7,1066,785.5,28,40.23
254,0,0,198,0,968,863,180,27.63
238.2,158.8,0,185.7,0,1040.6,734.3,28,26.91
155,0,143,193,9,877,868,28,9.74
310,0,0,192,0,970,850,180,37.33
213.5,0,174.2,154.6,11.7,1052.3,775.5,14,33.7
181.4,0,167,169.6,7.6,1055.6,777.8,14,21.6
193.5,290.2,0,185.7,0,998.2,704.3,7,17.2
313.3,145,0,178.5,8,867.2,824,28,40.93
387,20,94,157,13.9,938,845,7,45.9
439,177,0,186,11.1,884.9,707.9,56,71.7
213.5,0,174.2,159.2,11.7,1043.6,771.9,3,15.61
190,190,0,228,0,932,670,90,42.33
277,0,0,191,0,968,856,360,33.7
475,118.8,0,181.1,8.9,852.1,781.5,91,74.19
331,0,0,192,0,978,825,28,31.45
313,0,113,178,8,1002,689,28,36.8
303.6,139.9,0,213.5,6.2,895.5,722.5,28,33.42
425,106.3,0,153.5,16.5,852.1,887.1,28,60.29
379.5,151.2,0,153.9,15.9,1134.3,605,91,56.5
251.8,0,99.9,146.1,12.4,1006,899.8,28,33.94
380,0,0,228,0,932,670,90,52.91
491,26,123,210,3.9,882,699,3,25.61
298,0,107,164,13,953,784,28,35.86
380,95,0,228,0,932,594,90,40.56
359,19,141,154,10.9,942,801,7,35.75
154.8,183.4,0,193.3,9.1,1047.4,696.7,28,18.29
229.7,0,118.2,195.2,6.1,1028.1,757.6,3,13.36
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,28,52.2
302,0,0,203,0,974,817,180,26.74
261.9,110.5,86.1,195.4,5,895.2,732.6,28,33.72
252.3,0,98.8,146.3,14.2,987.8,889,14,42.29
145,0,134,181,11,979,812,28,13.2
203.5,305.3,0,203.5,0,963.4,630,28,41.68
350,0,0,203,0,974,775,56,29.98
