"Cement","Slag","Fly","Water","Superplasticizer","Coarse","Fine","Age","CCS"
356,0,142,193,11,801,778,28,40.87
251.4,0,118.3,188.5,5.8,1028.4,757.7,100,43.58
331,0,0,192,0,1025,821,28,31.74
233.8,0,94.6,197.9,4.6,947,852.2,3,10.38
525,0,0,189,0,1125,613,7,42.42
379.5,151.2,0,153.9,15.9,1134.3,605,28,52.2
288,192,0,192,0,932,717.8,90,50.53
212.6,0,100.4,159.4,10.4,1003.8,903.8,56,44.4
491,26,123,210,3.9,882,699,3,25.61
540,0,0,173,0,1125,613,14,59.76
157,236,0,192,0,935.4,781.2,28,33.66
297.2,0,117.5,174.8,9.5,1022.8,753.5,3,21.91
255,0,0,192,0,889.8,945,28,18.75
200,133,0,192,0,965.4,806.2,3,11.41
213.8,98.1,24.5,181.7,6.7,1066,785.5,56,47.13
252.3,0,98.8,146.3,14.2,987.8,889,100,60.95
168,42.1,163.8,121.8,5.7,1058.7,780.1,100,39.23
148.5,139.4,108.6,192.7,6.1,892.4,780,28,23.7
183.9,122.6,0,203.5,0,959.2,800,90,32.53
144,0,175,158,18,943,844,28,15.42
164.6,0,150.4,181.6,11.7,1023.3,728.9,28,18.03
166.1,0,163.3,176.5,4.5,1058.6,780.1,56,28.63
213.5,0,174.2,154.6,11.7,1052.3,775.5,100,59.3
145.9,230.5,0,202.5,3.4,827,871.8,28,32.72
222.4,0,96.7,189.3,4.5,967.1,870.3,28,24.89
375,93.8,0,126.6,23.4,852.1,992.6,28,56.7
139.6,209.4,0,192,0,1047,806.9,3,8.06
252,97,76,194,8,835,821,28,33.4
302,0,0,203,0,974,817,180,26.74
212,141.3,0,203.5,0,973.4,750,7,15.03
284,15,141,179,5.5,842,801,28,43.73
276.4,116,90.3,179.6,8.9,870.1,768.3,28,44.28
165,0,143.6,163.8,0,1005.6,900.9,3,14.4
362.6,189,0,164.9,11.6,944.7,755.8,91,79.3
298,137,107,201,6,878,655,28,53.52
162,190.1,148.1,178.8,18.8,838.1,741.4,28,33.76
322,149,0,186,8,951,709,28,52.42
314,145.3,113.2,178.9,8,869.1,690.2,28,46.23
336.5,0,0,181.9,3.4,985.8,816.8,28,44.87
387,20,94,157,14.3,938,845,3,22.75
310,142.8,0,167.9,10,914.3,804,28,45.3
362.6,189,0,164.9,11.6,944.7,755.8,28,71.3
540,0,0,162,2.5,1055,676,28,61.89
339.2,0,0,185.7,0,1069.2,754.3,28,31.9
332.5,142.5,0,228,0,932,594,90,37.72
491,26,123,201,3.9,822,699,56,61.86
313.3,145,0,178.5,8,867.2,824,28,40.93
182,45.2,122,170.2,8.2,1059.4,780.7,28,31.27
250.2,166.8,0,203.5,0,977.6,694.1,90,47.71
145.4,0,178.9,201.7,7.8,824,868.7,28,10.54
194.7,0,100.5,170.2,7.5,998,901.8,100,44.28
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,14,38.6
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,3,23.08
331,0,0,192,0,978,825,7,16.26
427.5,47.5,0,228,0,932,594,180,41.84
178,129.8,118.6,179.9,3.6,1007.3,746.8,14,34.24
362.6,189,0,164.9,11.6,944.7,755.8,7,55.9
200,200,0,190,0,1145,660,28,49.25
425,106.3,0,153.5,16.5,852.1,887.1,28,60.29
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,14,47.71
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,100,56.06
389.9,189,0,145.9,22,944.7,755.8,3,40.6
212.5,0,100.4,159.3,8.7,1007.8,903.6,100,42.92
212,141.3,0,203.5,0,973.4,750,3,6.81
500,0,0,200,0,1125,613,7,33.21
275.1,0,121.4,159.5,9.9,1053.6,777.5,14,38.77
202,11,141,206,1.7,942,801,28,21.97
190,190,0,228,0,932,670,365,53.69
139.6,209.4,0,192,0,1047,806.9,90,39.36
252,0,0,185,0,1111,784,7,13.71
385,0,0,186,0,966,763,7,23.22
277.1,0,97.4,160.6,11.8,973.9,875.6,14,41.89
160,250,0,168,12,1049,688,28,39.45
250.2,166.8,0,203.5,0,977.6,694.1,28,36.96
312.9,160.5,0,177.6,9.6,916.6,759.5,28,52.45
266,114,0,228,0,932,670,365,52.91
250,0,95.7,191.8,5.3,948.9,857.2,3,8.49
190.3,0,125.2,166.6,9.9,1079,798.9,100,33.56
